video_id,comments
olnkeZt5FTw,"['10:55\nEthan was saying he doesnt want a girlfriend \n2 years later, he has a kid\nSo proud of you Ethan', ""Ksi actually didn't boxed anyone for two straight years 😂"", '6:58 that is the funniest shit ive seen', ""Simon didn't like that JJ called him the most mean sidemen so he launched a psychological warfare campaign to convince everyone that JJ is the one whose mean"", '4:00 can’t blame JJ minstrels are goated fr', 'Back when Ethan was constantly trying to look good on camera.', '25:45 well', ""Yo no one noticed JJ's voice crack at 33:38.!!!!!!!!😆😆"", 'Who’s here in 2023 thinking about prime and how one of the questions was would u Collab with Logan Paul', ""7:33 VIK AND HARRY'S SMALL INTERACTION""]"
BJq6VO2F3CY,"['Tobi is the worst part of the sidemen. Would be so much better with the 6 of them without Tobi. He contributes nothing', 'It’s actually alt+F4 to reset', 'no sleep being mentioned put me in a full on KSI music nostalgia mood', 'JJ doesn’t like No Sleep? 😢', 'Video was better after ethan left lmao bro is so annoying..', 'Name of the game bruh', 'This was closee', 'You can’t reset in golf with friends', 'I was so happy when Ethan dropped out', 'the real battle on these old golf vids is really between JJ and Harry, so funny how the score board bounces up and down. Plus Ethans 5 min feature was jokes haha']"
1Tp8oKaScl8,"['3:48 bro as someone from nyc this is actually so funny ngl', 'Aisan man eat bat 😂😂😂', 'How nobody noticed the fart on 20:44  😂😂', 'Is Ethan saying You Lad or Eula? I can’t figure it out 😭', 'Saturday 11th April 2020', '5:51', '3:40 was so funny considering that today is also 9/11', 'NDL', '* three letter word *\nEthan:\n*acor*', ""This is the funniest scribbl.io s**t I've seen in my life! 🤣\n\nGreetings from the United States! 🇺🇲""]"
fj-gPe2L6Ks,"['When jj say nigga I feel like it’s still racist', 'Why are girls with bfs coming on tinder??', 'See I never got the tank joke until recently', 'Lux was legit underrated in the tinder', ""1:00 can someone explain the joke I'm slow asf😅"", 'Why is the Tourette’s girl kinda fine though', ""I don't get the tank ref 🧐"", 'can someone explain the tank thing', 'Simon and Ethan look good in top hats', 'Tobi is never involved']"
8ASuvsqne1o,"['Of Course they Say vik because he small Of a vik Lover Watching hime for 5 Years I feel very offended #FREEVIKHATE', 'Comparing their answers then to what it actually is now is gold', 'Harry was right about the marriage ting 🙂', ""if you read the sidemen book you'd know harry is the cleanest person in the group."", '16:50 \n\n32:15', '1000 iq Vik is so smart \nViks statement: England is my city', '6:10 this aged well', '4:31. 🤣🤣🤣', 'Does Harry not know that if he had all 7 sidemen’s names written down, he can reuse them… instead of bin each one after one use 😂', '11:14 13:04 15:59 20:26']"
AmZG5MNia5A,"['We need golf it again please', '21:13, reckon David carradine said that', '13:43 the celebration from Ethan is immaculate', '$ChelsyAV', 'I don’t see how they deal with JJ if I was one of his friends I would’ve been step in the ring with him', ""ethan talking about himself is so cringe. he still does it to this day and its cause no one compliments him for him doing good because he's the only one who thinks it"", 'Harry is emmbarresing at the game', '25:08 Yo what is JJ having a boner??', 'Harry is so bad 😂', '11']"
Ht0Xye84xeU,"['plunjide is the best 😭', 'i wish for this version of vikk to be back. i miss him', 'Hearing vik scream “WHAT?” after Simons comment about plunjide absolutely floors me', '29:16 close your eyes and listen it sounds sooo mad.', '24:08 is amazing KSI goes NUTS 😂😂😂😂😂😂😂😂 the whole clip is great', ""Wow, how baby-faced were you guys back then? The biggest change I think is Ethan!\n\nVik making the funniest comments ever - that didn't change."", 'what vid is at 25:13', 'Damn', 'We need orientobi', 'Love how vik actually sung very well']"
Lvnwv7GQjqI,"['Simon points out the smallest details to try and make someone look stupid', '7:15 Tobys little ""Aw"" was so sad lol.', 'Taint ball', ""what's the outro song? sounds like randy"", 'I died laughing at the Schindlers list joke 😂', 'Guys this was hilarious you should do more', '3:33 tf, Simon got possessed', '5:41 omg, Harrys answer was my immediate thought when the question came up. I don’t know if that’s good or bad 😂', ""This is the closest thing to cards against humanity as we'll get now, fuck the snowflakes but I do agree the racist stuff is a bit much"", 'Anyone know where i can find that Harry Price quiplash thing, i think it has been deleted']"
pz17AkH6Qi0,"[""If I bounce out I'm going to kill myself! _aaaaaaaaaaaaaaaaaaaaaa_"", 'Where do I find the game', 'I rewatched this and Harry wasen’t in the video and i realised that there arent gonna be any comments sucking him of but its still people that suck him of when he’s not playing', '4:44 look at my dab (BITCH DAB)', 'To those who say Vik isnt smart. Just listen from 7:45-7:55.', 'that screaming, omfg', 'Yoooooo 7:14 how Ethan got his girl pregnant 😂😂😂😂😂', 'Nice Wilhelm scream from JJ at 12:38', '18:39', 'Why is the music for the level the “which coloured house are we going to” from balamory']"
qcxMXIro3ew,"['now 2 years later they collab with an actual christmas no 1, what a banger', 'Jme is hands down the best sidemen guest right next to Stephen tries', '5:33\n10:46\n17:35', '4:23', 'why not put vik on a drill beat?', '14:00', '“Shook yute, gta always passive” 😭😭😭😭😭😭😭', 'Vik hittin hard', 'JJ traaaaaaaaash', ""I've never seen the Incredible Bulk on TV before. I've seen him on TV on YouTube. Like it was something that aired on TV.""]"
HmegDNtTaIc,"['SIDEMEN x Youtooz Collection OUT NOW: https://youtooz.com/', '9:17', '19:15', 'always come back to his video these 4 together make great content so funny', ""Harry's internet literally changed us to the darkest timeline"", 'Was I the only one who heard the clash intro', 'what device do you play trials on?', 'woahhhh havent thought about trials since i still owned my xbox 360', 'these four are the best combo ngl', 'vik n harrys relationship is the best in sidemen harry rlly like vik like a brother']"
QGqK3cmmvX0,"['Install Raid for Free ✅ IOS: https://clik.cc/qu0T1 ✅ ANDROID: https://clik.cc/M3ywJ ✅ PC: https://clik.cc/Zy48L and get a special starter pack 💥 Available only for the next 30 days!', 'vfljbngeuogfjienmr', '13:20 was perfect timing of moment', 'Ethan: how your quarantine lads\n\nMe: jokes on you it finished', 'Oi that ending was cold 👊', 'Vik is a menace to society. GG', 'THE INDIAN PRODIGY NONCESTAR123 XD', 'That transition at 13:11 was 😮\u200d💨😮\u200d💨😮\u200d💨', 'The good old days', ""It's such a shame that it's so broken. Hopefully Vik comes back to Warzone 2?""]"
bq8El22KcKQ,"['1:29 how the times have changed.', 'Tobi is stupid in that university part ngl 🥺', '5:15 Tobi legit made me cry', 'Actually KSI did make a drink so he can say that back to josh', '1:21 wrong now', '1:28 Simon casually predicts prime btw', ""If I'm the average of my ten closest friends and I only have like 5 real ones that are good and the other 5 now hate me and are quite objectively pretty trash human being (doing drugs, no objective, hate on people for no reason, don't care about other people), does this mean I'm trash too? Or mid?\nOr since I'm not close to the 5 bad ones I'm fine since I average on the 5 real ones?\n\nDon't know."", 'Everyone forgot about Simon on the happy in life question', 'Tobi man ❤', '""There are a finite number of ideas"" hmmm']"
kxuODLo1288,"['Jeeez', 'Still Bangarang, okay!!!,\n\n-Vikkstar123 2020', '1:20 Does anyone know where to find that photo?', 'You should do Sidemen create a diss track in 24 hours\n\n\n\nLike so they can see', 'poop prank\nhttps://youtu.be/jdiX075DG2s', 'There not getting a lot of views', '10:12 JJ’s laugh got me dead🤣🤣🤣', 'make a new sidemen tinder before we all die plz', ""Legend says to this day, it's still bangerang"", 'It’s still bangarannnggg']"
yw25_cAr9ag,"['Only boys understand this Video', ""If you ever do this again, it should be with teams. The thrower obviously would throw the bean bags, and the person laying down would be blindfolded to protect the integrity of the game. After a round or two, you'd switch positions. :P"", '8:10 \n\n4:29', 'ayo what harry been doing hahahahahahahah', 'Nah this shit hurts, haven’t done this before but I’m already prevented from having kids-', 'Look at harry at 3:51 😂😂😂', 'im okay 👍 thanks so much', 'I was just here for this moment 3:50', ""3:52 Harry's a bit sus"", 'No kids for the boys']"
Inp-SZ63NXE,"['Nu                        bn                      v v  v     v  Luk b                                 n                                                                                                             v', 'Anyone here in 2023', '""Fever is not in wake up call""', 'creds to joe lmao', 'Tobi should of been on the same shirt team', 'GOD IS GOOD 🙌🏻🙏🏻 GOD loves you 💕❤️', 'really wish they would do this again', 'They are literally sitting in order of lowest to highest IQ', ""10:23 Ethan's face 🤣🤣🤣"", 'JJs legit sleeping awake']"
T05cDC-etA0,"[""I know he's given up standup but Stephen should hosts tvshows, his humor is perfect for that!"", ""Just so no one's confused the like is for Steven"", 'Please explain the Tank line!!!', 'Harry was so hyped if it is real hahahahaha', 'What’s the outro song?', 'i dont get the tank bit lol', 'Can someone explain 3:31 pls', ""It's first class, though"", 'Taste of what sir !!!lol', '""got okay im good...but your not""']"
-4n7rtnV5qg,"['💙', '1:26\n\n2:50\n\n3:15\n\n3:58 \n\n4:26 \n\n5:14\n\n7:09 famous last words\n\n8:09\n\n10:10 \n\n10:43\n\n11:38\n\n11:51\n\n12:19\n\n12:43\n\n13:07 13:17 13:28 poor jj\n\n14:48 14:52 \n\n16:19 NOOOOO', 'The should do Sideman Friday the 13th game', 'JJ, Tobi, Harry and Ethan are some of the stupidest gamers I have ever seen', 'The side are rully stupid sometimes', 'I quite like this gameplay', 'Get Harry back in this game', 'Harry is hillarious', ""12:19 he could've got cancelled for this"", '2:25']"
frE-BQkHLu8,"['2:25 no one saw that?', 'That guy looks nothing like KSI apart from the hair', 'My middle toe on my right foot is shorter than the rest of my toes lol I don’t know why 😅', 'I love the hide and seek videos', ""I got the Cell reference, JJ. I gotchu. \n\nBTW, currently looking like Cell just before Goku blew him up on King Kai's planet. Well, not all of me. Just my belly. Need someone to help me get to my Super Perfect form."", 'GOD IS GOOD ❤️🙏🏻 GOD loves you ❤️💕', 'ah yes the sidemen react on moresidemen', '17:30 well it’s time Logan’s playing, maybe not Jake but close enough', 'JJ,Ethan,tobi and Josh reacting to redit:\nSimon,harry and vic: no your feet are disgusting, no yours are curvy, your nails tho harry…..', 'why is there arabic playing at 19:46 , might be quran recitation']"
h4z3nP-4cls,"['The fuck is wrong with the audio😅', 'Aint no way Simon moved to agree on ""I couldn\'t have a famous girlfriend"" and is now with Talia🤣', '5:14 this would be a perfect out of context', 'Holy Ethan used to flex soooo much 😂', '7:04', '""I like licking my girlfriend when she sweats"" - ksi', '""I Lick My Girlfriend When She Sweats!"" -- KSI\n\n\n\n\n\n\nP.S. please, never let him live this down XD', ""I actually agree with jj's answers"", 'Cats and Dogs are equal', 'stop doing this damn trend you retarded idiots']"
lFGbUIerIig,"['Which video is the one where vik throws up', 'Anyone here From 2021', 'how to go', ""I wish the blind dating they'd ask the people if they aren't happy who would they of preferred 🤔🤔💯💯"", '18:07 no matter how many times I watch this my heart always stops, even if I know what happens', ""1:17 I mean ethan didn't lie he got corona, and gave it to Josh as well lmao"", '4:34 what vid?', '20:49 and 23:07 which videos are they anubody knows  ??', 'So we not going to talk about how Harry eat the cucumber 🤣🤣', '1:28 well that did not age well @ Ethan...']"
BGmMJDq8tGg,"['Callux: “I’M 25 BROOO” I’m dead 🤣🤣🤣', '5:21 she was funny', ""I can't be the only one in love with Sweet Anita."", 'Anita’s critiques were very on point! I love how blunt she is with the guys 🙏🏼', 'Breakfast 😭😭', ""Elz's probably the most popular here rite?\nOr did I missed others?"", '6:23', '6:08 Tobi was cute', 'Listen closely too @0:30 the girl did a fart with her hands and know one knew 😂😂😂', 'With absolutely no disrespect intended, did the last girl have tourettes?']"
uNCBSf-UrfM,"['Shows none of them watched f1 till 2021 couldn’t guess Charles leclerc', 'Sidemen playing a game where they have to guess what is googled. Also sidemen: can we Google it?', 'That In da club beat hitting hard!', 'Ethan just wants to play lol', ""Why does Ethans legs look so small 💀💀 he isn't even touching the ground"", ""ethan's feet hanging off the sofa is so funny he looks like a little kid"", 'Ethans feet not touching the floor', ""I think it didn't take Dickens because Ethan put a space after it"", 'the start of this video is why i love ksi', 'I was thinking of Barkley and I feel proud that Simon thought of his name']"
RxmnKNa_sCk,"['Its black vs white the whole video ( talking about colour of tshirt)', 'why has simon got the dogs on display im trying to eat', 'looks like simon got one leg 😂', 'Song at the end?', 'I’d get a tear drop for a mill \nEasy \nWho’s paying ?', 'idk why but in this vid ethan, josh and simon are like the popular kids, vik and harry are the loners who are like nice and then jj is the class clown', 'Josh always randomly says the most uncalled for outrageous one liners and has a huge smile on his face. ALWAYS.', 'simon put those dogs away', 'i love how harry’s the only one to be like, 🧐 ..well 🤔\n4:44', '15:15 inaudible gibberish']"
FLeyofSWf-Youtube Data Analytics,"['They are worth more than 1,569,000', '7:15 jj using brain', 'the 29000 videos at the start is wrong init?', 'Fact: This video was posted on 29th February', ""It's just astonishing how Ethan's GTR is more expensive than Vikk's Aston"", ""Yo where is JJ's lambo"", 'Yall coulda made this a 10 sec video... how rich sre the sidemen? Very!', 'New title: How Hard the Sidemen can Flex!', 'keopatra', 'wheres jjs lambo yo\n\nthats the main']"
mTdNizZqAUQ,"['outstanding', ""found prime in Australia.. $12 a bottle.... i won't be trying it."", '8:37 simon sthu', 'Not me getting a PS5 ad after Ethan started drawing xbox 🤣', ""10:20 witness here lads, the beauty of British keyboard users cant tell the diffence between ` and '"", '14:47', 'yall are hilarious, KEEP IT UP.', '5:03 \n\n11:35 11:45\n\n23:53', 'The many hat surely appreciate because pail accordantly step above a didactic dog. roasted, lethal sidewalk', 'i would not want to play this with ksi with his awful spelling just ruining it lol']"
tekUc6OF58I,"['The waffle house has found its new host', 'Need this in fifa 23', ""As soon they saw watford they instantly didn't want watfofd 🤣"", 'Nice video', 'Fr', ""I didn't realize vik wasn't in the vid until I saw the comments 😂"", 'Pt 2 please !!', 'Me at a football match: woo yeah cool he got one \n\nThe sidemen members and others at actual football matches: YES COME ON MATE!!!\n\nYouTubers at football matches: 8:06', 'I cannot believe I packed 93 Messi and 95 Icon Maradona https://www.youtube.com/watch?v=h8JH3AhTV7Y&t=70s', 'help sidemen get to 10m and im good at fifa']"
PIWYEAHr21c,"['0:27 Nice Ethan', '4:50 kinda of bars Kanye likes no cap.', '8:25', 'What’s the game???', '4:50', 'how did josh nice it ?', '5:11\n7:14\n15:28', 'Vikkkkkkk my guyyy', 'anyone notice vik got the call centre robot', '😭😭😭']"
GEcafftbOEI,"['The audio mutes at 16:40 because I played Chandelier so well that YouTube detected it & copyright claimed the video!', 'Cmonnnnn one dance by ethan was so clearrrr', ""I hate the acoustics is that room lol. Love you guys. Keep killing. There will always be negative Nancy's. Who cares. Just do you."", ""I'm ok 👍 thanks so so so much for the only stopped and the only thing I was issued was parked in"", 'Yes.... copyrights ruined the video', 'Its crazy to me ethan doesnt just start a 10 second timer😂🤦🏻\u200d♂️', 'In all fairness after Harry and JJ sang it you can hear Vik say in the background ""It\'s getting hot in here."" \nSo team The Bomb should of won.', ""20:51 ethan's 😂😂 will it be you expression 😂😂"", 'We need a part 2 of this!', 'We need a part 2 of this']"
EllI3TfB-p8,"['Imagine disrespecting queen Taylor Swift', 'Is it just me or did anyone else realise that JJ and Harry are never on a team together', '11:13 bro this laugh of jj had me dying', 'the fat white dude 😂', '11:03 should of said 9/11 because boom and then another plane boom = boom boom (Joke)', ""simon's feet in the frame tho"", 'Harry : Paul Walker\nJJ: CRASHED 🔥❌', 'im okay 👍 thanks for your', '2:42ok...', 'Ethan: yes I am impression']"
-YgiIF26i4Y,"['The amount of quiplashes harry single handedly prevented is crazy', ""2:31 I've never heard Simon wheeze like that ever LMAO"", 'Who tf is Kirsty', '6:28 😭', 'This was hilarious 🤣🤣🤣', 'The abuse JJ gets is hilarious 😂😂😂', 'You know when harry makes one you can just tell', 'exellent', 'Quilash always hits', '👁']"
5v3wQoRLiY4,"['Pure comedy!!!', 'Its crazy how many predictions they made in this video, like Prime, Logan Paul, sidemen charity match, jj getting a hamster', 'This video aged very well', 'Clip you are here for is on 8:51', 'lmfaoo simon reaction to jj sleeping with fans is so funny LOOOOL n harry like ""we werent saying they werent of age"" AM DYING', '9:00', '1:30 if only they knew', '0:35 Vik\n9:04 🤣\n11:30 more than friends lol', '7:25 that’s prime', 'Anyone rewatching this after the new charity match']"
PO7csolWpjM,"['Pog', 'JJ snapping on Ethan was kinda funny', 'Hey,', 'Saturday 8th February 2020', '""Yo, we letting Josh do things, I don\'t like it""   😂😂😂😂😂😂 literally that\'s funny', 'JJ is actually doing well', 'anyone else hate josh with a burning passion', 'Lets fucking go JJ got podium', '16:28', 'Anyone else hear jj and I think Simon say “why u quitting the game” in unison?😂']"
TISwdIkHGAY,"['Radiating old man energy', 'Jj sleeping is the best jj is Like I get so tired  I sleep a lot', 'this guy knocked out 2 guys at the same night ladies and gentlemen', ""I know exactly what that feels like, I fall asleep alot watching movies or when I'm watching someone else play a game, I just slowly start falling asleep and act like I know what they are talking about."", 'I guess simon was right when he said that jj likes to fall asleep on random places', 'and he slept in the train in the new video too lmao', 'Why is this kinda wholesome', 'Ksi 😴', 'It’s cuz he always spends long nights on his favourite video streaming service, the Hub.', 'if he did sleeping lions he would defo win']"
Rb1mFiGbepE,"['to this day Queerus is the most underrated insult ever well done vik', 'Simon acting like a pusy as always ....', '16:45', ""Can't believe 8th Sidemen is a bot"", 'Churc.', 'simon is so toxic sheesh', ""Harry's: \n4:58\n11:09\n16:45"", 'Even the bot went after Simons feet', 'This just proves Harry writes the best diss tracks', 'Madness']"
L7BFuCJQNF4,"['ayo focus on harry at 13:08 💀', 'Simon was a good monitor', ""M&Ms, Smarties, and Skittles are NOT round. Also I wouldn't include circle as ''a thing'' that is round because its a shape rather than ''a thing''. Its like saying sphere and then immediately afterwards saying basketball, a basketball is a spherical shape but a ''sphere'' is not necessarily something that is round. Same with a circle. So i'd say the point goes to JJ's team for that round"", '“Let’s all wear black and not tell jj and Harry.”', 'Lol, Simon isn’t counting properly 😂😂', 'Simon probably wanted josh harry and tobi win by the look at his face', 'If Josh went for European countries he would have just smashed it.. 😂', 'I feel like everyone just thinks vik bad at everything because at 1:03 when JJ choosed Vik Josh started to smile I don’t if he’s from india I’m from india and half Brazilan but idk', 'Last comment', 'GOD IS GOOD 🙌🏻🙏🏻 GOD loves you 💕❤️']"
8Zn1rCGJjX0,"['1:15 ? Music track name ?', 'The way Josh was saying “Hey” at 7:56 is the funniest thing ever.', 'If your ever sad you can count on the sidemen on making you laugh❤️', 'Logan : My appeal got denied 😐\nJJ : 🤣🤣🤣🤣🤣🤣🤣😂🤣😂😂 oh no.....Logan \n👽👾🛸', 'rip headphone users at 8:39', 'Ethan: some say they’re tastier when they are younger\nEveryone: 👁👄👁', 'How about the best of 2020 videos?', 'sometimes i just stand alone and do what ethan did at 1:15', 'I just don’t like Ethan\n\n\nBut to be fair I have never met him either', ""6:37 well that didn't age well""]"
RxK0BQ-_FZ4,"['Last', ""Jesus is Lord. God bless. He loves and Forgives. God isn't someone who waits for your downfall, but your redemption through His Son Jesus. Repent. This may seem uncalled for but just trust the Lord. Give God a chance, not being religious but have a relationship with God. Call out to Him and try and hear His voice in your heart, He doesn’t go against His Word, the Bible. If you reject it, ay your choice, God gives free will. Just got to say, He has plans to prosper you not to harm you. Again ain't saying be religious, but give God a chance."", 'gib got his ass whooped', 'i swear ksi has the most delusional fan base of all time 🤡🤡🤡', ""The whole England is full of L's man😂😂"", 'Lmaooo clowns', 'Damn.. The A side got knocked down 3 times in less than 3 minutes', 'This look like a parody video rn', 'lol', 'whose watching in 2021\\']"
-c2afF2euq4,"['They looked like a family of opossums lmao!!!!!', '👁', ""4:34\nITS THE 123\nMAN'LL CUT DOWN YOUR CHRISTMAS TREE"", 'josh:/', 'Bro go to where harry finds them listen carefully to what harry says viks a fuckin what ?', 'Over 3/4 of the video before they’re all seeking', 'Simon saying jjs dance was the easiest meanwhile him swinging his arms around', '“if i was Ethan where would i be? where is the buffet?” LMFAOOO', 'If only Ethan could hide as well as his dad 🥲', 'Editing on this was top quality']"
51i5v41aGLU,"['Try to post a video without him in the thumbnail or video, try it for both channels TRY IT  I dare you. Tobiis not funny', 'The sidemen can’t last without KSI they are lost without him', 'Hortible friends kickers', 'HE ALWAY GOT A POINT', ""16:30 tobi wasn't far off"", 'Got a dislike from me', 'Poor guy man', 'Sidemen kicks out Jj\nAnd I got the *EMOTIONAL DAMAGE*', 'and people say jj bullies the the sdmn haha', 'Nah but it would be hilarious if he drew nothing and they realized. That wouldve been 1000 times funnier actually']"
vn576OX-lo8,"['JJ cant rap lol', 'Did anyone see their clothes change from purple to blue at 4:53', 'Try to yyy', ""19:29 the girls walking must've been like: 👁👄👁 wtf"", '0:07 your dealer pulls up like that; what you doing?', 'The first clip of Ethan caught me so off guard', 'What is the name of the Ethan and jj YouTube video call', 'Late comment but got goosebumps at the original play station', 'how to go', '20:32 what video is this?']"
Hx71Lra3A0Y,"['Jjs got nice pants on you know', 'every turn JJ goes to sleep 😂😂😂', 'Leave jjs trousers alone 😂', 'Zerkaa waking up KSI after every minute is so funny', ""I'm just gonna say this. how have i not seen this vid ever wtf"", ""Even I knew that was Harry's eyes you twat of a friend vik and tobi🤣🤣🤦\u200d♂️🤦\u200d♂️🤦\u200d♂️"", 'There’s like a 50/50 chance jj is gonna fall asleep in vids', 'tbh, i kinda see the cheeseburger', 'hi would jujst liekeke eo=toanfdbfkasbnfofnfdtod slfndkgmdmfgkdmgkednglkswbnfoas akjfm nf janjanmnwfjanfnajf', 'The possessive riverbed especially force because doctor provisionally mourn save a ceaseless overcoat. handsome, descriptive biplane']"
-e9nXjnOGbc,"['Why is JJ playing on 150% brightness?', ""I can defo kill them all and I'm defo better then them just sayin bc I got loads of nukes"", ""10:47 I think the dude that killed Josh and Behz accidently was actually botting, 'cause if you watch closely they INSTANTLY lock onto Behz when Behz walks infront\n(I know this was 2 years ago but still)"", 'Ethan really tried to sound different in this video', 'Harry is like a father getting introduced to a video game.', 'harries mental capacity does not allow him to be good at any games, not saying hes dumb, just the way his brain works does not compute with games', ""why does JJ's screen look so bad lol"", 'Everyone was moaning at ksibfor sniping but at least he was getting kills but Josh got not a lot', 'Jj brightness is so low man it so funny and also Harry getting a pizza is the funniest thing', '14:40 tobi gets a uav and dont fn use it\nlmao']"
B_XcAEbrgUA,"['IM JUST GONNA SAY, WOMEN LOVE BIG NOSES SO YALL MIGHT WANT TO CHANGE SIDES', '5:06 how the times have changed. Logan Paul represents crypto scamming industry and Jake Paul is the most influential YouTube boxer on planet earth', 'Dokkan is better than legends JJ lol', 'You gotta think too just kuz you the smartest don’t make u smart u could be in a room full of idiots and u just a little smarter 😂', '“Your HSI humour.”- Josh, 2020', '“You’re gonna win the chase every now and then.”- Simon, 2020', ""I'm waiting for the day when someone explains why saying nigga is racist or what the meaning is."", ""absolute no reason to put that question in about Tobi's nose, super racist too"", '23:16 They didnt think about funerals and weddings. Any music it sais yeah. Even the sad music as your mother is getting burried.', ""19:04 Vik's confidence killed me 🤣🤣""]"
1qQIsTSYims,"['Dude jj pisses me off with how much he screams like a little bitch', '10:34 ""C\'mon man"" sounds like ""Drop da bomb man"" 🤣', '16:46', 'When JJ raped that we need photosynthesis to live I cracked up', 'Kinda mad how they said a WW3 joke with Iran and now we got WW3 with Russia and Ukraine......', '5:51 😭🤦', '13:13', '12:51', 'can someone watching this a year and a half later explain harrys name big iran i dont get it.', '16:48']"
ZFXIViCLesw,"['this video has 2.1k dislikes', 'The rick and morty one has not aged well since the justin roiland allegations', 'vik said don’t drink dr pepper as i’m literally drinking dr pepper 😟', 'JJ sounds high', '6:52 and now ur gonna beat them in boxing', '3:06 im iranian and i really get excited when i hear them say iran but that was weird', 'Love how there like British women can take insults have they tried a bunch of Aussie chicks we can with stand a lot more', 'Tobi Léron', ""How about, and I'm just spit balling here, but Tobi's rap name should be Tobijizzle"", '13:07 that was good 😂']"
NWPKtPJXqbg,"['i always come back to watch simons reaction to getting the toty', 'toby has the bage of the team that i support and it is from Greece it is called PAOK FC', 'daddy', 'Wow… can believe this is 3 years ago..', ""I would say Simon pack luck was good because he get three Icons and aswell two totys. And I know I watch little bit too late this video. But I did not play fifa in that time so I wasn't interested."", 'Simon: ok i got hazard\n\n“ring ring”\n\nYinka: you got a hazard?!', 'That can dijk card is insane 😂 could put that man’s at striker', 'DO ANOTHER ONE THIS YEAR!', 'О мадат Play Касильяс', 'О герсина']"
fyTU2byDsrk,"['Leave da map', 'Ethan and Simon were very salty this video😂 Especially Ethan😂', 'Respect to the guy who sat and labelled parts of a golf more sidemen video', 'Par actually is short for Partridge', '15:35 josh 😂😂😂\n\n\nBeast mode', 'KSI is easily the most annoying person that the UK has to offer', 'Thursday 9th January 2020', 'RIP for KSI', 'Nice clibait title lol', '13:52 ayo jj😂']"
7H4Yx_XbGHY,"['JesusChrist loves you. Repent from your sins and follow Him', 'Isn’t predewpie racist . I don’t get why they have him in their videos .', 'where is Will Smith?', '2:43 what does he say?', '10:26', '“We’ll try not to upset anyone this time”…. Literally the first question is who is the worst youtuber 😂', 'I love josh but he can’t say vikk is a bad YouTuber when his vids aren’t too good.', '0:56 Man! I can feel it', 'After all these years I only found out now that the Sidemen have their own award show 😂', '10:03']"
HqPMU8E_vpA,"['Efin nearly shat himself after that 1st picture from him', 'JJ sucks At Drawing... \nBut He can Draw a Turd..', 'idk whats worse, ksi when he used to sleep in every video, or ksi just not being in videos anymore', 'Who was the first Youtuber?', 'Josh is definitely the dad of the group and Harry is the youngest one who gets away with everything', 'I don’t know why but the clip of Josh and JJ sitting on Harry was so wholesome. Lol', 'Pre order “The Last Slimeto” on Apple Music drops this Friday', 'I love how JJ occasionally wakes up out of his slumber just to guess the right answer and go back to sleep again 😂', 'YALL NOT SEE HARRY PUT HIS HAND DOWN HIS PANTS, OK', 'F in the chat for harry at 0:11']"
TazPnJdIW_c,"['ksi is a paid actor', 'JJ Even Sucks at This Game!!', '🤣', 'Tobi:""SIMON IS A SNITCH""\nTobi:""I WASNT HIDING""\nJJ:""YES YOU WERE!', 'I miss DBD', 'Dbd is a horrible “game” tbh and you guys actually make dbd look like a playable game.', 'God there needs to be more of these', 'Underrated moment: jj yelling ‘I am the master now’ in an African accent', 'What is the name of this game ? Is this a stranger things mod for some other game ?', ""if the sidemen played with actual DBD players they'd be dead before the first generator got fixed. 🤣""]"
1NHZ2wSHpTQ,"['19:25 bro the manager been waiting for this moment all his life 😭', ""Harry's '14 million subs' rant is iconic"", '1:20:07 which video is this from?', 'Bro we need more fake fights 11:11 😂😂😂😂😂😂😂😂', '33:50 (hes genuinely confused)', '2019 was an elite year for sidemen', '1:38:33 miniminter brou', 'Peak sidemen content change my mind', '17:00', '1:39:44']"
qDEM1OTq4i4,"['7:44 proof that nigerians always have big hogs', ""For the man should pay for the first date thing, I think it's whoever asked the other out, which most of the time it's the guy"", '7:47 Vik is worried because of the fact that he might hurt someone with it.', 'Number 1 thing to ask why jj wasn’t in strongly agree for regretful videos is why he’s banned at evo', ""Vik* What's the difference between putting makeup on your face & facetuning?\n\nGetting a tan on the beach\n\nAs opposed to digitally changing your skin colour\n\nOr going gym to gain muscle or using steds\n\nAs opposed to altering a pic to make it look like you got muscles\n\nOne is artificial, the other is real"", 'Should a man pay on the first date?\nJJ: ""I feel like... a man....""\nToby: ""..Has a natural obligation to provide""\nI love this man', '25:40 harry😂', 'LMAOAOA HARRY', '1:17', 'Is harry bi?']"
wdr6dUkJ8fU,"['I wonder where Harry got the Frieza figure?', 'Harry got the best presents', 'If even a touch of effort was put into this vid. It would bang', 'hi', 'Bro I’d rather have JJ than Ethan 😭🤣😂', ""If there's anyone I'd want a gift from it would be from Mr Jizzle."", 'I never realised how unfunny vikk is 36:52', 'Who’s watching the previous sidemen secret Santa’s in December 2022', 'Hopefully they are doing it this year', 'If they show them buying the presents this is an hour and half video of pure Christmas vibes']"
